sweep,magnetizzazione_su_spin
500,0.070660
1000,-0.070035
1500,-0.087431
2000,-0.026354
2500,0.031458
3000,0.009965
3500,0.022222
4000,0.011424
4500,-0.071389
5000,0.068264
5500,0.015660
6000,0.044271
6500,0.050972
7000,0.022222
7500,0.052882
8000,-0.030590
8500,0.137847
9000,0.085764
9500,-0.045312
10000,0.043715
10500,0.065278
11000,0.026840
11500,0.027813
12000,0.170660
12500,-0.043021
13000,0.137535
13500,0.019549
14000,0.087674
14500,0.056736
15000,-0.098785
15500,-0.064722
16000,0.058785
16500,-0.004271
17000,0.060937
17500,0.025174
18000,-0.098333
18500,0.061875
19000,0.053333
19500,0.028333
20000,-0.134063
20500,-0.032326
21000,0.031910
21500,-0.097292
22000,-0.100347
22500,-0.065833
23000,-0.065903
23500,-0.087813
24000,-0.118507
24500,0.007708
25000,-0.081319
25500,0.053333
26000,-0.046215
26500,0.070208
27000,0.053681
27500,0.029792
28000,-0.023090
28500,-0.030069
29000,-0.015764
29500,0.008646
30000,-0.075868
30500,-0.115660
31000,-0.085660
31500,-0.006146
32000,0.001354
32500,0.025035
33000,0.024722
33500,-0.017188
34000,-0.080208
34500,-0.068889
35000,0.076493
35500,-0.072361
36000,0.065799
36500,-0.039097
37000,-0.172569
37500,-0.011354
38000,-0.031701
38500,-0.061319
39000,0.019132
39500,0.088472
40000,0.018403
40500,-0.050243
41000,0.064965
41500,-0.011215
42000,0.060590
42500,0.123472
43000,-0.008194
43500,-0.109306
44000,0.093368
44500,-0.027986
45000,-0.042118
45500,0.032917
46000,-0.061875
46500,-0.015035
47000,-0.022083
47500,0.002500
48000,-0.102396
48500,0.013507
49000,0.088854
49500,0.102813
50000,0.081354
